ICV339,P0DTD1_Pap,0.560690939,1
ICV333,P0DTD1_Pap,0.563938975,1
ICV346,P0DTD1_Pap,0.587897897,1
ICV801,P0DTD1_Pap,0.58669436,1
ICV802,P0DTD1_Pap,0.592136741,1
ICV803,P0DTD1_Pap,0.605101168,1
ICV804,P0DTD1_Pap,0.5830338,1
ICV805,P0DTD1_Pap,0.556695342,1
ICV806,P0DTD1_Pap,0.555827916,1
ICV807,P0DTC2,0.379323602,1
ICV808,P09874,0.49026829,1
ICV809,P0DTD1_3C,0.779956579,1
ICV810,P0DTD1_3C,0.783723354,1
ICV811,P0DTD1_3C,0.780555546,1
ICV812,P0DTD1_3C,0.781463981,1
ICV813,P0DTD1_3C,0.782309353,1
ICV814,P0DTD1_3C,0.780662715,1
ICV815,P0DTD1_3C,0.779217422,1
ICV816,P0DTD1_3C,0.783152401,1
ICV817,P0DTD1_3C,0.782845736,1
ICV818,P0DTD1_3C,0.78297019,1
ICV819,P0DTD1_3C,0.783148408,1
ICV820,P0DTD1_3C,0.782883286,1
ICV821,P0DTD1_3C,0.782437682,1
ICV822,P0DTD1_3C,0.783468306,1
ICV823,P0DTD1_3C,0.783568144,1
ICV824,P0DTD1_3C,0.782609344,1
ICV825,P0DTD1_3C,0.783955693,1
ICV826,P0DTD1_3C,0.782329381,1
ICV827,P0DTD1_3C,0.782627523,1
ICV828,P0DTD1_3C,0.782666862,1
ICV829,P0DTD1_3C,0.783021271,1
ICV830,P0DTD1_3C,0.783298492,1
ICV831,P0DTD1_3C,0.78322655,1
ICV832,P0DTD1_3C,0.781595767,1
ICV833,P0DTD1_3C,0.783148825,1
ICV835,O15393,0.457182676,1
ICV837,Q4KMQ2,0.57898891,1
ICV842,P0DTD1_RdRp,0.494067162,1
ICV339,P0DTC2,0.400845587,0
ICV339,P09874,0.467438281,0
ICV339,P0DTD1_3C,0.781553566,0
ICV339,O15393,0.459751934,0
ICV339,Q4KMQ2,0.516768456,0
ICV339,P0DTD1_RdRp,0.547119737,0
ICV333,P0DTC2,0.404476434,0
ICV333,P09874,0.469419122,0
ICV333,P0DTD1_3C,0.781896532,0
ICV333,O15393,0.462290972,0
ICV333,Q4KMQ2,0.518810511,0
ICV333,P0DTD1_RdRp,0.55015111,0
ICV346,P0DTC2,0.434034348,0
ICV346,P09874,0.499961317,0
ICV346,P0DTD1_3C,0.780885518,0
ICV346,O15393,0.492366225,0
ICV346,Q4KMQ2,0.546963334,0
ICV346,P0DTD1_RdRp,0.575223625,0
ICV801,P0DTC2,0.432900012,0
ICV801,P09874,0.496326625,0
ICV801,P0DTD1_3C,0.782149315,0
ICV801,O15393,0.489483863,0
ICV801,Q4KMQ2,0.543819964,0
ICV801,P0DTD1_RdRp,0.573510528,0
ICV802,P0DTC2,0.439421713,0
ICV802,P09874,0.503137469,0
ICV802,P0DTD1_3C,0.783348203,0
ICV802,O15393,0.496546209,0
ICV802,Q4KMQ2,0.550464094,0
ICV802,P0DTD1_RdRp,0.579127133,0
ICV803,P0DTC2,0.455934882,0
ICV803,P09874,0.516929984,0
ICV803,P0DTD1_3C,0.781175613,0
ICV803,O15393,0.510912478,0
ICV803,Q4KMQ2,0.562746406,0
ICV803,P0DTD1_RdRp,0.592243493,0
ICV804,P0DTC2,0.42892009,0
ICV804,P09874,0.492230505,0
ICV804,P0DTD1_3C,0.781744361,0
ICV804,O15393,0.486141354,0
ICV804,Q4KMQ2,0.539623618,0
ICV804,P0DTD1_RdRp,0.569637954,0
ICV805,P0DTC2,0.395514667,0
ICV805,P09874,0.460306853,0
ICV805,P0DTD1_3C,0.783119917,0
ICV805,O15393,0.453650773,0
ICV805,Q4KMQ2,0.51057452,0
ICV805,P0DTD1_RdRp,0.542626262,0
ICV806,P0DTC2,0.394405127,0
ICV806,P09874,0.459210426,0
ICV806,P0DTD1_3C,0.7826823,0
ICV806,O15393,0.452514738,0
ICV806,Q4KMQ2,0.509536684,0
ICV806,P0DTD1_RdRp,0.541870236,0
ICV807,P0DTD1_Pap,0.542211294,0
ICV807,P09874,0.444981217,0
ICV807,P0DTD1_3C,0.775884867,0
ICV807,O15393,0.437374651,0
ICV807,Q4KMQ2,0.495015502,0
ICV807,P0DTD1_RdRp,0.528245926,0
ICV808,P0DTD1_Pap,0.580815971,0
ICV808,P0DTC2,0.426023811,0
ICV808,P0DTD1_3C,0.781443536,0
ICV808,O15393,0.483081162,0
ICV808,Q4KMQ2,0.537886262,0
ICV808,P0DTD1_RdRp,0.567505062,0
ICV809,P0DTD1_Pap,0.633778751,0
ICV809,P0DTC2,0.494972914,0
ICV809,P09874,0.55295372,0
ICV809,O15393,0.547597289,0
ICV809,Q4KMQ2,0.595079541,0
ICV809,P0DTD1_RdRp,0.621794462,0
ICV810,P0DTD1_Pap,0.584503531,0
ICV810,P0DTC2,0.43036449,0
ICV810,P09874,0.492796123,0
ICV810,O15393,0.486676723,0
ICV810,Q4KMQ2,0.540734589,0
ICV810,P0DTD1_RdRp,0.570781112,0
ICV811,P0DTD1_Pap,0.630212724,0
ICV811,P0DTC2,0.490083307,0
ICV811,P09874,0.548036456,0
ICV811,O15393,0.542826414,0
ICV811,Q4KMQ2,0.590729833,0
ICV811,P0DTD1_RdRp,0.618002415,0
ICV812,P0DTD1_Pap,0.615560174,0
ICV812,P0DTC2,0.469640613,0
ICV812,P09874,0.530509055,0
ICV812,O15393,0.524523795,0
ICV812,Q4KMQ2,0.575094163,0
ICV812,P0DTD1_RdRp,0.602962911,0
ICV813,P0DTD1_Pap,0.599402308,0
ICV813,P0DTC2,0.44859457,0
ICV813,P09874,0.511108756,0
ICV813,O15393,0.504829288,0
ICV813,Q4KMQ2,0.557452142,0
ICV813,P0DTD1_RdRp,0.586478114,0
ICV814,P0DTD1_Pap,0.622363448,0
